QuestionText,CognitiveLevel,Category,Intent
اقترحْ حلولاً لمشكلة البطالة.,تركيب,الاقتصاد والعمل,اقتراح
اقترحْ أنشطة لتنمية القراءة عند الأطفال.,تركيب,التعليم,اقتراح
اقترحْ أفكارًا لتطوير السياحة المحلية.,تركيب,السفر والسياحة,اقتراح
اقترحْ استراتيجيات لتعزيز الصحة العامة.,تركيب,الصحة,اقتراح
اقترحْ حلولاً لمشكلة التلوث البيئي.,تركيب,البيئة والطاقة,اقتراح
اقترحْ أفكارًا لتحسين وسائل النقل العام.,تركيب,التكنولوجيا,اقتراح
اقترحْ برامج لتعزيز الفنون في المجتمع.,تركيب,الثقافة,اقتراح
اقترحْ أنشطة لتشجيع الرياضة في المدارس.,تركيب,التعليم,اقتراح
اقترحْ استراتيجيات لدعم المشاريع الصغيرة.,تركيب,الاقتصاد والعمل,اقتراح
اقترحْ حلولاً لمشكلة الفقر في المجتمع.,تركيب,الثقافة,اقتراح
اقترحْ أفكارًا لتعزيز التعاون الدولي.,تركيب,السياسة والقانون,اقتراح
اقترحْ برامج لتشجيع الابتكار في العمل.,تركيب,التكنولوجيا,اقتراح
اقترحْ استراتيجيات لتحسين جودة الحياة.,تركيب,الثقافة,اقتراح
اقترحْ حلولاً لمشكلة التغير المناخي.,تركيب,البيئة والطاقة,اقتراح
اقترحْ أفكارًا لتطوير التعليم الإلكتروني.,تركيب,التعليم,اقتراح
اقترحْ برامج لتعزيز العدالة الاجتماعية.,تركيب,الثقافة,اقتراح
اقترحْ أنشطة لتعزيز التواصل بين الثقافات.,تركيب,الثقافة,اقتراح
اقترحْ استراتيجيات لدعم الفئات المهمشة.,تركيب,الثقافة,اقتراح
اقترحْ حلولاً لمشكلة الإسكان.,تركيب,الثقافة,اقتراح
اقترحْ أفكارًا لتحسين البنية التحتية.,تركيب,التكنولوجيا,اقتراح
اقترحْ برامج لتطوير المهارات القيادية.,تركيب,التعليم,اقتراح
اقترحْ استراتيجيات لدعم البحث العلمي.,تركيب,العلوم,اقتراح
اقترحْ حلولاً لمشكلة الهجرة.,تركيب,السياسة والقانون,اقتراح
اقترحْ أفكارًا لتعزيز التعليم المهني.,تركيب,التعليم,اقتراح
اقترحْ برامج لتشجيع العمل التطوعي.,تركيب,التطوع,اقتراح
اقترحْ استراتيجيات لتحسين النظام الصحي.,تركيب,الصحة,اقتراح
اقترحْ حلولاً لمشكلة الجريمة في المجتمع.,تركيب,الثقافة,اقتراح
اقترحْ أفكارًا لتعزيز الثقافة المحلية.,تركيب,الثقافة,اقتراح
اقترحْ برامج لدعم الشباب.,تركيب,الثقافة,اقتراح
اقترحْ استراتيجيات لتحسين الأمن الغذائي.,تركيب,البيئة والطاقة,اقتراح
اقترحْ حلولاً لمشكلة نقص المياه.,تركيب,البيئة والطاقة,اقتراح
اقترحْ أفكارًا لتطوير الفنون الجميلة.,تركيب,الثقافة,اقتراح
اقترحْ برامج لتعزيز البحث العلمي.,تركيب,العلوم,اقتراح
اقترحْ استراتيجيات لتحسين النظام التعليمي.,تركيب,التعليم,اقتراح
أنى يمكن للأشخاص الوقاية من الإصابة بأمراض العين؟,فهم,الصحة,اقتراح
أنى يمكن للأشخاص الحفاظ على صحة الجهاز الهضمي؟,فهم,الصحة,اقتراح
بمَ يُنصح للتغلب على التوتر؟,تطبيق,الصحة,اقتراح
ما أفضل الكتب التي تُوصي بقراءتها لفهم الفلسفة الحديثة؟,معرفة,الثقافة,اقتراح
ما هي الطرق المثلى للترويج للمنتجات الفلسفية في العصر الحديث؟,تطبيق,الثقافة,اقتراح
ما هي أفضل النصائح لنجاح شركة تجارية صغيرة؟,تطبيق,الاقتصاد والعمل,اقتراح
كيف يمكنك تحسين الأمان السيبراني للشركات الصغيرة؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن استخدام الذكاء الاصطناعي لتحسين جودة الرعاية الصحية؟,تطبيق,الصحة,اقتراح
كيف يمكن للتكنولوجيا الحديثة تقليل تأثير التغير المناخي؟,تطبيق,التكنولوجيا,اقتراح
كيف تؤثر البيانات الضخمة على استراتيجيات التسويق الحديثة؟,تحليل,التكنولوجيا,اقتراح
كيف يمكن للشركات الصغيرة المنافسة في السوق العالمية؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن استخدام تحليل البيانات لتحسين تجربة المستخدم؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن لتقنيات الذكاء الاصطناعي تحسين التشخيص الطبي؟,تطبيق,الصحة,اقتراح
كيف يمكن تحسين جودة الهواء في المدن الكبرى؟,تحليل,البيئة والطاقة,اقتراح
بم يمكن تحسين كفاءة إنتاج الطاقة المتجددة؟,تحليل,البيئة والطاقة,اقتراح
اقترح طرقًا لزيادة الوعي بأهمية الحفاظ على البيئة.,تطبيق,البيئة والطاقة,اقتراح
كيف يمكن تحسين إدارة الوقت في بيئة العمل؟,تطبيق,الاقتصاد والعمل,اقتراح
بم يمكن تحسين جودة التعليم في المدارس الحكومية؟,تطبيق,التعليم,اقتراح
كيف يمكن تقليل استهلاك الطاقة في المنازل؟,تطبيق,البيئة والطاقة,اقتراح
كيف يمكن تقليل التلوث البيئي في المدن الكبرى؟,تطبيق,البيئة والطاقة,اقتراح
كيف يمكن تحسين جودة الهواء في المدن الصناعية؟,تطبيق,البيئة والطاقة,اقتراح
ما هي الخطوات الأساسية لتحسين الأمن السيبراني في المؤسسات؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن تحسين كفاءة استهلاك الطاقة في المباني السكنية؟,تطبيق,البيئة والطاقة,اقتراح
كيف يمكن تقليل استهلاك المياه في الزراعة؟,تطبيق,البيئة والطاقة,اقتراح
بم يمكن علاج التوتر النفسي؟,تطبيق,الصحة,اقتراح
كيف يمكن للمدن الذكية تحسين جودة الحياة؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن تحسين الصحة العامة في المجتمعات الفقيرة؟,تطبيق,الصحة,اقتراح
كيف يمكن تحسين جودة التعليم في المدارس الابتدائية؟,تطبيق,التعليم,اقتراح
كيف يمكن تعزيز القراءة لدى الأطفال في سن مبكرة؟,تطبيق,التعليم,اقتراح
كيف يمكن تحسين الأمان على الإنترنت؟,تطبيق,التكنولوجيا,اقتراح
بم يمكن تحسين صحة القلب؟,تطبيق,الصحة,اقتراح
كيف يمكن تحسين فعالية التواصل في مكان العمل؟,تطبيق,الاقتصاد والعمل,اقتراح
كيف يمكن تعزيز دور المرأة في القيادة؟,تطبيق,الاقتصاد والعمل,اقتراح
فيم تكمن أهمية التعليم في المجتمع؟,تحليل,التعليم,اقتراح
كيف يمكن الحفاظ على التنوع البيولوجي؟,تطبيق,البيئة والطاقة,اقتراح
كيف يمكن تقليل التلوث في المدن الصناعية؟,تطبيق,البيئة والطاقة,اقتراح
فيم تكمن أهمية التعليم العالي؟,تحليل,التعليم,اقتراح
كيف يمكن تطوير مهارات التفكير النقدي لدى الطلاب؟,تطبيق,التعليم,اقتراح
كيف يمكن تحسين كفاءة استخدام المياه في الزراعة؟,تطبيق,البيئة والطاقة,اقتراح
بم يمكن علاج فقر الدم؟,تطبيق,الصحة,اقتراح
كيف يمكن تحسين جودة الهواء في المدن المزدحمة؟,تطبيق,البيئة والطاقة,اقتراح
فيم تكمن أهمية حقوق الإنسان؟,تحليل,السياسة والقانون,اقتراح
كيف يمكن تقليل الفجوة الرقمية بين الأجيال؟,تطبيق,التكنولوجيا,اقتراح
كيف يمكن تقليل استهلاك الطاقة في المنازل؟,تطبيق,البيئة والطاقة,اقتراح
